4.160000	-3.680000	4.480000	-3.840000	
4.480000	-3.680000	4.800000	-3.840000	
4.800000	-3.680000	5.120000	-3.840000	
5.120000	-3.680000	5.440000	-3.840000	
5.440000	-3.680000	5.760000	-3.840000	
5.760000	-3.680000	6.080000	-3.840000	
6.080000	-3.680000	6.400000	-3.840000	
6.400000	-3.680000	6.720000	-3.840000	
6.720000	-3.680000	7.040000	-3.840000	
7.040000	-3.680000	7.360000	-3.840000	
7.360000	-3.680000	7.680000	-3.840000	
7.680000	-3.680000	8.000000	-3.840000	
-8.000000	-3.840000	-7.680000	-4.000000	
-7.680000	-3.840000	-7.360000	-4.000000	
-7.360000	-3.840000	-7.040000	-4.000000	
-7.040000	-3.840000	-6.720000	-4.000000	
-6.720000	-3.840000	-6.400000	-4.000000	
-6.400000	-3.840000	-6.080000	-4.000000	
-6.080000	-3.840000	-5.760000	-4.000000	
-5.760000	-3.840000	-5.440000	-4.000000	
-5.440000	-3.840000	-5.120000	-4.000000	
-5.120000	-3.840000	-4.800000	-4.000000	
-4.800000	-3.840000	-4.480000	-4.000000	
-4.480000	-3.840000	-4.160000	-4.000000	
-4.160000	-3.840000	-3.840000	-4.000000	
-3.840000	-3.840000	-3.520000	-4.000000	
-3.520000	-3.840000	-3.200000	-4.000000	
-3.200000	-3.840000	-2.880000	-4.000000	
-2.880000	-3.840000	-2.560000	-4.000000	
-2.560000	-3.840000	-2.240000	-4.000000	
-2.240000	-3.840000	-1.920000	-4.000000	
-1.920000	-3.840000	-1.600000	-4.000000	
-1.600000	-3.840000	-1.280000	-4.000000	
-1.280000	-3.840000	-0.960000	-4.000000	
-0.960000	-3.840000	-0.640000	-4.000000	
-0.640000	-3.840000	-0.320000	-4.000000	
-0.320000	-3.840000	-0.000000	-4.000000	
0.000000	-3.840000	0.320000	-4.000000	
0.320000	-3.840000	0.640000	-4.000000	
0.640000	-3.840000	0.960000	-4.000000	
0.960000	-3.840000	1.280000	-4.000000	
1.280000	-3.840000	1.600000	-4.000000	
1.600000	-3.840000	1.920000	-4.000000	
1.920000	-3.840000	2.240000	-4.000000	
2.240000	-3.840000	2.560000	-4.000000	
2.560000	-3.840000	2.880000	-4.000000	
2.880000	-3.840000	3.200000	-4.000000	
3.200000	-3.840000	3.520000	-4.000000	
3.520000	-3.840000	3.840000	-4.000000	
3.840000	-3.840000	4.160000	-4.000000	
4.160000	-3.840000	4.480000	-4.000000	
4.480000	-3.840000	4.800000	-4.000000	
4.800000	-3.840000	5.120000	-4.000000	
5.120000	-3.840000	5.440000	-4.000000	
5.440000	-3.840000	5.760000	-4.000000	
5.760000	-3.840000	6.080000	-4.000000	
6.080000	-3.840000	6.400000	-4.000000	
6.400000	-3.840000	6.720000	-4.000000	
6.720000	-3.840000	7.040000	-4.000000	
7.040000	-3.840000	7.360000	-4.000000	
7.360000	-3.840000	7.680000	-4.000000	
7.680000	-3.840000	8.000000	-4.000000	
